G_theta,T,V_oc,I_sc
473,32,86.74,11.7003172
523,33,86.14,13.4837768
550,33,86.14,14.17988
633,33,86.14,16.3197528
700,34,85.54,18.77876
741,34,85.54,19.8786588
764,34,85.54,20.4956752
780,34,85.54,20.924904
787,34,85.54,21.1126916
774,34,85.54,20.7639432
777,34,85.54,20.8444236
797,34,85.54,21.3809596
808,34,85.54,21.6760544
805,34,85.54,21.595574
806,34,85.54,21.6224008
824,34,85.54,22.1052832
821,34,85.54,22.0248028
815,34,85.54,21.863842
845,34,85.54,22.668646
836,34,85.54,22.4272048
824,34,85.54,22.1052832
811,34,85.54,21.7565348
796,34,85.54,21.3541328
779,34,85.54,20.8980772
760,34,85.54,20.388368
723,34,85.54,19.3957764
718,34,85.54,19.2616424
696,34,85.54,18.6714528
673,34,85.54,18.0544364
648,34,85.54,17.3837664
622,34,85.54,16.6862696
594,34,85.54,15.9351192
565,34,85.54,15.157142
535,33,86.14,13.793156
503,33,86.14,12.9681448
470,33,86.14,12.117352
437,33,86.14,11.2665592
403,33,86.14,10.3899848
356,33,86.14,9.1782496
322,33,86.14,8.3016752
298,33,86.14,7.6829168
264,33,86.14,6.8063424
229,33,86.14,5.9039864
196,33,86.14,5.0531936
164,33,86.14,4.2281824
131,33,86.14,3.3773896
113,31,87.34,2.6771056
141,31,87.34,3.3404592
175,31,87.34,4.14596
217,32,86.74,5.3677988
272,32,86.74,6.7283008
308,32,86.74,7.6188112
344,32,86.74,8.5093216
380,32,86.74,9.399832
417,32,86.74,10.3150788
452,32,86.74,11.1808528
487,32,86.74,12.0466268
521,32,86.74,12.8876644
554,32,86.74,13.7039656
586,32,86.74,14.4955304
617,32,86.74,15.2623588
646,32,86.74,15.9797144
675,32,86.74,16.69707
701,33,86.14,18.0729016
727,33,86.14,18.7432232
750,33,86.14,19.3362
773,33,86.14,19.9291768
793,34,85.54,21.2736524
812,34,85.54,21.7833616
829,34,85.54,22.2394172
845,34,85.54,22.668646
857,34,85.54,22.9905676
866,34,85.54,23.2320088
873,34,85.54,23.4197964
878,34,85.54,23.5539304
882,34,85.54,23.6612376
883,34,85.54,23.6880644
883,34,85.54,23.6880644
882,34,85.54,23.6612376
879,34,85.54,23.5807572
874,34,85.54,23.4466232
773,34,85.54,20.7371164
571,34,85.54,15.3181028
666,34,85.54,17.8666488
645,34,85.54,17.303286
711,34,85.54,19.0738548
736,34,85.54,19.7445248
713,34,85.54,19.1275084
716,34,85.54,19.2079888
742,34,85.54,19.9054856
716,34,85.54,19.2079888
687,34,85.54,18.4300116
658,34,85.54,17.6520344
627,34,85.54,16.8204036
594,34,85.54,15.9351192
562,33,86.14,14.4892592
530,33,86.14,13.664248
497,33,86.14,12.8134552
464,33,86.14,11.9626624
429,33,86.14,11.0603064
394,33,86.14,10.1579504
359,33,86.14,9.2555944
325,33,86.14,8.37902
290,33,86.14,7.476664
255,33,86.14,6.574308
222,33,86.14,5.7235152
189,33,86.14,4.8727224
158,33,86.14,4.0734928
128,33,86.14,3.3000448
101,33,86.14,2.6039416
104,31,87.34,2.4638848
129,31,87.34,3.0561648
163,32,86.74,4.0320332
205,32,86.74,5.070962
251,32,86.74,6.2088364
285,32,86.74,7.049874
328,32,86.74,8.1135392
375,32,86.74,9.27615
414,32,86.74,10.2408696
453,32,86.74,11.2055892
492,32,86.74,12.1703088
530,32,86.74,13.110292
568,32,86.74,14.0502752
602,32,86.74,14.8913128
633,32,86.74,15.6581412
662,32,86.74,16.3754968
691,32,86.74,17.0928524
717,33,86.14,18.4854072
743,33,86.14,19.1557288
767,33,86.14,19.7744872
789,33,86.14,20.3416824
810,34,85.54,21.729708
829,34,85.54,22.2394172
846,34,85.54,22.6954728
861,34,85.54,23.0978748
874,34,85.54,23.4466232
886,34,85.54,23.7685448
895,35,84.94,24.94544
903,35,84.94,25.168416
908,35,84.94,25.307776
912,35,84.94,25.419264
913,35,84.94,25.447136
912,35,84.94,25.419264
909,35,84.94,25.335648
905,35,84.94,25.22416
898,35,84.94,25.029056
889,35,84.94,24.778208
878,35,84.94,24.471616
866,35,84.94,24.137152
851,35,84.94,23.719072
835,35,84.94,23.27312
816,35,84.94,22.743552
796,35,84.94,22.186112
773,34,85.54,20.7371164
745,34,85.54,19.985966
716,34,85.54,19.2079888
686,34,85.54,18.4031848
654,34,85.54,17.5447272
621,34,85.54,16.6594428
589,34,85.54,15.8009852
557,33,86.14,14.3603512
524,33,86.14,13.5095584
490,33,86.14,12.632984
455,33,86.14,11.730628
420,33,86.14,10.828272
384,33,86.14,9.9001344
348,33,86.14,8.9719968
312,33,86.14,8.0438592
276,33,86.14,7.1157216
240,33,86.14,6.187584
205,33,86.14,5.285228
172,33,86.14,4.4344352
140,33,86.14,3.609424
111,33,86.14,2.8617576
111,31,87.34,2.6297232
139,31,87.34,3.2930768
170,31,87.34,4.027504
196,31,87.34,4.6434752
237,31,87.34,5.6148144
279,31,87.34,6.6098448
324,31,87.34,7.6759488
348,31,87.34,8.2445376
375,31,87.34,8.8842
378,31,87.34,8.9552736
400,32,86.74,9.89456
426,32,86.74,10.5377064
452,32,86.74,11.1808528
477,32,86.74,11.7992628
504,32,86.74,12.4671456
531,32,86.74,13.1350284
549,32,86.74,13.5802836
555,32,86.74,13.728702
564,32,86.74,13.9513296
570,33,86.14,14.695512
584,33,86.14,15.0564544
618,33,86.14,15.9330288
658,33,86.14,16.9642928
703,33,86.14,18.1244648
742,34,85.54,19.9054856
764,34,85.54,20.4956752
778,34,85.54,20.8712504
790,34,85.54,21.193172
770,34,85.54,20.656636
760,34,85.54,20.388368
774,34,85.54,20.7639432
837,34,85.54,22.4540316
910,34,85.54,24.412388
911,34,85.54,24.4392148
926,34,85.54,24.8416168
923,34,85.54,24.7611364
917,34,85.54,24.6001756
910,34,85.54,24.412388
900,34,85.54,24.14412
888,34,85.54,23.8221984
874,34,85.54,23.4466232
859,34,85.54,23.0442212
841,34,85.54,22.5613388
822,34,85.54,22.0516296
799,34,85.54,21.4346132
774,34,85.54,20.7639432
747,34,85.54,20.0396196
719,34,85.54,19.2884692
689,34,85.54,18.4836652
658,33,86.14,16.9642928
627,33,86.14,16.1650632
596,33,86.14,15.3658336
564,33,86.14,14.5408224
530,33,86.14,13.664248
495,33,86.14,12.761892
459,33,86.14,11.8337544
423,32,86.74,10.4634972
386,32,86.74,9.5482504
349,32,86.74,8.6330036
312,32,86.74,7.7177568
275,32,86.74,6.80251
238,32,86.74,5.8872632
201,32,86.74,4.9720164
165,32,86.74,4.081506
131,32,86.74,3.2404684
127,28,89.14,2.6105612
155,28,89.14,3.186118
174,28,89.14,3.5766744
201,28,89.14,4.1316756
216,28,89.14,4.4400096
233,29,88.54,5.0329864
262,29,88.54,5.6594096
313,29,88.54,6.7610504
378,29,88.54,8.1651024
460,29,88.54,9.936368
516,29,88.54,11.1460128
551,29,88.54,11.9020408
585,29,88.54,12.636468
619,29,88.54,13.3708952
651,29,88.54,14.0621208
681,29,88.54,14.7101448
710,29,88.54,15.336568
738,29,88.54,15.9413904
764,30,87.94,17.301544
759,30,87.94,17.188314
684,30,87.94,15.489864
691,31,87.34,16.3706192
624,31,87.34,14.7833088
545,31,87.34,12.911704
473,31,87.34,11.2059376
418,31,87.34,9.9029216
340,31,87.34,8.055008
365,31,87.34,8.647288
429,31,87.34,10.1635248
446,31,87.34,10.5662752
592,31,87.34,14.0251904
677,31,87.34,16.0389424
688,32,86.74,17.0186432
706,32,86.74,17.4638984
697,32,86.74,17.2412708
663,32,86.74,16.4002332
681,32,86.74,16.8454884
679,32,86.74,16.7960156
700,32,86.74,17.31548
743,32,86.74,18.3791452
784,32,86.74,19.3933376
805,32,86.74,19.912802
757,33,86.14,19.5166712
727,33,86.14,18.7432232
714,33,86.14,18.4080624
745,33,86.14,19.207292
613,33,86.14,15.8041208
618,33,86.14,15.9330288
577,32,86.74,14.2729028
554,32,86.74,13.7039656
539,32,86.74,13.3329196
457,32,86.74,11.3045348
319,32,86.74,7.8909116
238,32,86.74,5.8872632
203,32,86.74,5.0214892
168,32,86.74,4.1557152
144,32,86.74,3.5620416
130,32,86.74,3.215732
127,32,86.74,3.1415228
128,32,86.74,3.1662592
117,32,86.74,2.8941588
109,30,87.94,2.468414
128,30,87.94,2.898688
153,30,87.94,3.464838
186,30,87.94,4.212156
227,31,87.34,5.3779024
270,31,87.34,6.396624
304,31,87.34,7.2021248
333,31,87.34,7.8891696
362,31,87.34,8.5762144
389,31,87.34,9.2158768
406,31,87.34,9.6186272
413,31,87.34,9.7844656
433,31,87.34,10.2582896
475,31,87.34,11.25332
520,31,87.34,12.319424
534,31,87.34,12.6511008
569,31,87.34,13.4802928
559,31,87.34,13.2433808
581,31,87.34,13.7645872
622,31,87.34,14.7359264
680,31,87.34,16.110016
745,32,86.74,18.428618
770,32,86.74,19.047028
807,32,86.74,19.9622748
836,32,86.74,20.6796304
869,32,86.74,21.4959316
900,32,86.74,22.26276
911,32,86.74,22.5348604
920,32,86.74,22.757488
927,33,86.14,23.8995432
916,33,86.14,23.6159456
920,33,86.14,23.719072
921,33,86.14,23.7448536
904,33,86.14,23.3065664
918,33,86.14,23.6675088
913,33,86.14,23.5386008
869,33,86.14,22.4042104
795,33,86.14,20.496372
693,33,86.14,17.8666488
608,33,86.14,15.6752128
582,33,86.14,15.0048912
576,33,86.14,14.8502016
585,33,86.14,15.082236
586,33,86.14,15.1080176
591,33,86.14,15.2369256
682,33,86.14,17.5830512
695,33,86.14,17.918212
683,33,86.14,17.6088328
693,33,86.14,17.8666488
662,32,86.74,16.3754968
631,32,86.74,15.6086684
599,32,86.74,14.8171036
551,32,86.74,13.6297564
518,32,86.74,12.8134552
456,32,86.74,11.2797984
392,32,86.74,9.6966688
347,32,86.74,8.5835308
281,32,86.74,6.9509284
226,32,86.74,5.5904264
194,32,86.74,4.7988616
173,32,86.74,4.2793972
156,32,86.74,3.8588784
135,32,86.74,3.339414
123,32,86.74,3.0425772
133,29,88.54,2.8729064
173,29,88.54,3.7369384
210,30,87.94,4.75566
248,30,87.94,5.616208
287,30,87.94,6.499402
326,30,87.94,7.382596
327,30,87.94,7.405242
370,30,87.94,8.37902
441,31,87.34,10.4478192
478,31,87.34,11.3243936
515,31,87.34,12.200968
550,31,87.34,13.03016
585,31,87.34,13.859352
618,31,87.34,14.6411616
651,31,87.34,15.4229712
682,31,87.34,16.1573984
712,31,87.34,16.8681344
723,32,86.74,17.8844172
732,32,86.74,18.1070448
734,32,86.74,18.1565176
745,32,86.74,18.428618
765,32,86.74,18.923346
791,33,86.14,20.3932456
815,33,86.14,21.012004
831,33,86.14,21.4245096
846,33,86.14,21.8112336
872,33,86.14,22.4815552
889,33,86.14,22.9198424
923,33,86.14,23.7964168
947,33,86.14,24.4151752
952,33,86.14,24.5440832
954,33,86.14,24.5956464
955,33,86.14,24.621428
954,33,86.14,24.5956464
951,33,86.14,24.5183016
946,33,86.14,24.3893936
939,33,86.14,24.2089224
931,33,86.14,24.0026696
920,33,86.14,23.719072
907,33,86.14,23.3839112
893,33,86.14,23.0229688
876,33,86.14,22.5846816
858,33,86.14,22.1206128
839,33,86.14,21.6307624
817,33,86.14,21.0635672
793,33,86.14,20.4448088
767,33,86.14,19.7744872
740,33,86.14,19.078384
712,33,86.14,18.3564992
682,33,86.14,17.5830512
651,33,86.14,16.7838216
619,32,86.74,15.3118316
586,32,86.74,14.4955304
552,32,86.74,13.6544928
518,32,86.74,12.8134552
482,32,86.74,11.9229448
445,32,86.74,11.007698
408,32,86.74,10.0924512
370,32,86.74,9.152468
332,32,86.74,8.2124848
294,32,86.74,7.2725016
255,32,86.74,6.307782
218,32,86.74,5.3925352
181,32,86.74,4.4772884
129,32,86.74,3.1909956
115,30,87.94,2.60429
141,30,87.94,3.193086
184,30,87.94,4.166864
218,30,87.94,4.936828
253,30,87.94,5.729438
281,30,87.94,6.363526
322,31,87.34,7.6285664
371,31,87.34,8.7894352
397,31,87.34,9.4054064
424,31,87.34,10.0450688
454,31,87.34,10.7558048
492,31,87.34,11.6560704
516,31,87.34,12.2246592
544,31,87.34,12.8880128
581,31,87.34,13.7645872
637,31,87.34,15.0912944
712,31,87.34,16.8681344
699,31,87.34,16.5601488
683,32,86.74,16.8949612
721,32,86.74,17.8349444
789,32,86.74,19.5170196
857,32,86.74,21.1990948
875,32,86.74,21.64435
892,32,86.74,22.0648688
906,33,86.14,23.3581296
919,33,86.14,23.6932904
930,33,86.14,23.976888
940,33,86.14,24.234704
947,33,86.14,24.4151752
952,33,86.14,24.5440832
955,33,86.14,24.621428
957,33,86.14,24.6729912
956,33,86.14,24.6472096
953,33,86.14,24.5698648
948,33,86.14,24.4409568
941,33,86.14,24.2604856
932,33,86.14,24.0284512
922,33,86.14,23.7706352
909,33,86.14,23.4354744
895,33,86.14,23.074532
878,33,86.14,22.6362448
860,33,86.14,22.172176
841,33,86.14,21.6823256
818,33,86.14,21.0893488
793,33,86.14,20.4448088
767,33,86.14,19.7744872
739,33,86.14,19.0526024
710,33,86.14,18.304936
679,33,86.14,17.5057064
648,32,86.74,16.0291872
616,32,86.74,15.2376224
583,32,86.74,14.4213212
549,32,86.74,13.5802836
514,32,86.74,12.7145096
478,32,86.74,11.8239992
442,32,86.74,10.9334888
405,32,86.74,10.018242
368,32,86.74,9.1029952
330,32,86.74,8.163012
292,32,86.74,7.2230288
254,32,86.74,6.2830456
217,32,86.74,5.3677988
180,32,86.74,4.452552
145,32,86.74,3.586778
111,32,86.74,2.7457404
117,30,87.94,2.649582
138,30,87.94,3.125148
151,30,87.94,3.419546
189,30,87.94,4.280094
253,30,87.94,5.729438
302,31,87.34,7.1547424
340,31,87.34,8.055008
378,31,87.34,8.9552736
415,31,87.34,9.831848
452,31,87.34,10.7084224
489,31,87.34,11.5849968
524,31,87.34,12.4141888
559,31,87.34,13.2433808
576,31,87.34,13.6461312
591,31,87.34,14.0014992
617,31,87.34,14.6174704
652,31,87.34,15.4466624
681,31,87.34,16.1337072
703,31,87.34,16.6549136
663,31,87.34,15.7072656
713,32,86.74,17.6370532
794,32,86.74,19.6407016
840,32,86.74,20.778576
860,32,86.74,21.273304
878,32,86.74,21.7185592
895,32,86.74,22.139078
909,32,86.74,22.4853876
922,32,86.74,22.8069608
932,33,86.14,24.0284512
940,33,86.14,24.234704
947,33,86.14,24.4151752
951,33,86.14,24.5183016
953,33,86.14,24.5698648
954,33,86.14,24.5956464
953,33,86.14,24.5698648
950,33,86.14,24.49252
945,33,86.14,24.363612
938,33,86.14,24.1831408
930,33,86.14,23.976888
919,33,86.14,23.6932904
907,34,85.54,24.3319076
892,34,85.54,23.9295056
876,34,85.54,23.5002768
858,34,85.54,23.0173944
839,34,85.54,22.5076852
818,34,85.54,21.9443224
796,34,85.54,21.3541328
772,34,85.54,20.7102896
747,33,86.14,19.2588552
720,33,86.14,18.562752
693,33,86.14,17.8666488
663,33,86.14,17.0932008
631,32,86.74,15.6086684
598,32,86.74,14.7923672
564,32,86.74,13.9513296
529,32,86.74,13.0855556
492,32,86.74,12.1703088
456,32,86.74,11.2797984
419,32,86.74,10.3645516
381,32,86.74,9.4245684
343,32,86.74,8.4845852
305,32,86.74,7.544602
267,32,86.74,6.6046188
230,32,86.74,5.689372
192,32,86.74,4.7493888
156,32,86.74,3.8588784
120,32,86.74,2.968368
122,30,87.94,2.762812
161,30,87.94,3.646006
190,30,87.94,4.30274
222,30,87.94,5.027412
233,30,87.94,5.276518
241,31,87.34,5.7095792
260,31,87.34,6.159712
270,31,87.34,6.396624
282,31,87.34,6.6809184
330,31,87.34,7.818096
346,31,87.34,8.1971552
363,31,87.34,8.5999056
389,31,87.34,9.2158768
416,31,87.34,9.8555392
442,31,87.34,10.4715104
464,31,87.34,10.9927168
490,31,87.34,11.608688
510,31,87.34,12.082512
502,31,87.34,11.8929824
533,31,87.34,12.6274096
545,32,86.74,13.481338
575,32,86.74,14.22343
584,32,86.74,14.4460576
603,32,86.74,14.9160492
648,32,86.74,16.0291872
665,32,86.74,16.449706
669,32,86.74,16.5486516
695,32,86.74,17.191798
714,32,86.74,17.6617896
771,32,86.74,19.0717644
903,33,86.14,23.2807848
930,33,86.14,23.976888
930,33,86.14,23.976888
929,33,86.14,23.9511064
926,33,86.14,23.8737616
921,33,86.14,23.7448536
913,33,86.14,23.5386008
904,33,86.14,23.3065664
893,33,86.14,23.0229688
881,33,86.14,22.7135896
866,33,86.14,22.3268656
850,33,86.14,21.91436
814,33,86.14,20.9862224
812,33,86.14,20.9346592
790,33,86.14,20.367464
767,33,86.14,19.7744872
725,33,86.14,18.69166
699,33,86.14,18.0213384
688,33,86.14,17.7377408
659,33,86.14,16.9900744
629,32,86.74,15.5591956
597,32,86.74,14.7676308
564,32,86.74,13.9513296
490,32,86.74,12.120836
400,32,86.74,9.89456
367,32,86.74,9.0782588
306,32,86.74,7.5693384
257,32,86.74,6.3572548
260,33,86.14,6.703216
287,33,86.14,7.3993192
253,33,86.14,6.5227448
212,33,86.14,5.4656992
175,33,86.14,4.51178
151,33,86.14,3.8930216
121,33,86.14,3.1195736
103,31,87.34,2.4401936
122,31,87.34,2.8903264
160,31,87.34,3.790592
196,31,87.34,4.6434752
236,31,87.34,5.5911232
283,31,87.34,6.7046096
328,31,87.34,7.7707136
371,31,87.34,8.7894352
350,31,87.34,8.29192
369,31,87.34,8.7420528
450,31,87.34,10.66104
551,32,86.74,13.6297564
587,32,86.74,14.5202668
621,32,86.74,15.3613044
652,32,86.74,16.1281328
682,32,86.74,16.8702248
710,32,86.74,17.562844
737,32,86.74,18.2307268
746,32,86.74,18.4533544
787,32,86.74,19.4675468
808,33,86.14,20.8315328
811,33,86.14,20.9088776
805,33,86.14,20.754188
816,33,86.14,21.0377856
805,33,86.14,20.754188
831,33,86.14,21.4245096
842,33,86.14,21.7081072
864,33,86.14,22.2753024
919,33,86.14,23.6932904
924,33,86.14,23.8221984
928,33,86.14,23.9253248
929,33,86.14,23.9511064
928,33,86.14,23.9253248
926,33,86.14,23.8737616
921,33,86.14,23.7448536
915,33,86.14,23.590164
906,33,86.14,23.3581296
896,33,86.14,23.1003136
884,33,86.14,22.7909344
870,33,86.14,22.429992
854,33,86.14,22.0174864
836,33,86.14,21.5534176
769,33,86.14,19.8260504
698,33,86.14,17.9955568
496,33,86.14,12.7876736
576,33,86.14,14.8502016
416,33,86.14,10.7251456
337,33,86.14,8.6883992
317,33,86.14,8.1727672
364,32,86.74,9.0040496
387,32,86.74,9.5729868
336,32,86.74,8.3114304
274,32,86.74,6.7777736
253,32,86.74,6.2583092
253,32,86.74,6.2583092
255,32,86.74,6.307782
253,32,86.74,6.2583092
264,32,86.74,6.5304096
170,32,86.74,4.205188
157,32,86.74,3.8836148
137,32,86.74,3.3888868
116,32,86.74,2.8694224
102,30,87.94,2.309892
120,30,87.94,2.71752
130,30,87.94,2.94398
149,30,87.94,3.374254
171,30,87.94,3.872466
190,30,87.94,4.30274
239,30,87.94,5.412394
278,30,87.94,6.295588
265,30,87.94,6.00119
276,30,87.94,6.250296
292,30,87.94,6.612632
239,30,87.94,5.412394
281,30,87.94,6.363526
304,30,87.94,6.884384
334,31,87.34,7.9128608
424,31,87.34,10.0450688
517,31,87.34,12.2483504
557,31,87.34,13.1959984
608,31,87.34,14.4042496
629,31,87.34,14.9017648
643,31,87.34,15.2334416
655,31,87.34,15.517736
649,31,87.34,15.3755888
670,32,86.74,16.573388
666,32,86.74,16.4744424
666,32,86.74,16.4744424
595,32,86.74,14.718158
573,32,86.74,14.1739572
560,32,86.74,13.852384
568,32,86.74,14.0502752
553,32,86.74,13.6792292
548,32,86.74,13.5555472
489,32,86.74,12.0960996
505,32,86.74,12.491882
525,32,86.74,12.98661
510,32,86.74,12.615564
529,32,86.74,13.0855556
512,33,86.14,13.2001792
516,33,86.14,13.3033056
582,33,86.14,15.0048912
671,33,86.14,17.2994536
709,33,86.14,18.2791544
775,33,86.14,19.98074
745,33,86.14,19.207292
714,33,86.14,18.4080624
646,33,86.14,16.6549136
615,33,86.14,15.855684
583,33,86.14,15.0306728
542,32,86.74,13.4071288
568,32,86.74,14.0502752
577,32,86.74,14.2729028
523,32,86.74,12.9371372
491,31,87.34,11.6323792
518,31,87.34,12.2720416
467,31,87.34,11.0637904
402,31,87.34,9.5238624
320,31,87.34,7.581184
231,31,87.34,5.4726672
195,31,87.34,4.619784
175,31,87.34,4.14596
150,31,87.34,3.55368
122,31,87.34,2.8903264
113,31,87.34,2.6771056
132,28,89.14,2.7133392
150,28,89.14,3.08334
120,28,89.14,2.466672
113,28,89.14,2.3227828
127,28,89.14,2.6105612
125,28,89.14,2.56945
133,28,89.14,2.7338948
125,28,89.14,2.56945
119,28,89.14,2.4461164
138,28,89.14,2.8366728
156,28,89.14,3.2066736
161,28,89.14,3.3094516
171,28,89.14,3.5150076
191,28,89.14,3.9261196
154,28,89.14,3.1655624
120,28,89.14,2.466672
105,28,89.14,2.158338
107,28,89.14,2.1994492
107,28,89.14,2.1994492
108,29,88.54,2.3328864
120,29,88.54,2.592096
127,28,89.14,2.6105612
129,28,89.14,2.6516724
131,28,89.14,2.6927836
124,28,89.14,2.5488944
124,28,89.14,2.5488944
127,28,89.14,2.6105612
119,28,89.14,2.4461164
120,28,89.14,2.466672
118,28,89.14,2.4255608
116,28,89.14,2.3844496
103,28,89.14,2.1172268
133,28,89.14,2.7338948
181,28,89.14,3.7205636
217,28,89.14,4.4605652
254,29,88.54,5.4866032
282,29,88.54,6.0914256
295,29,88.54,6.372236
301,29,88.54,6.5018408
344,29,88.54,7.4306752
408,29,88.54,8.8131264
402,29,88.54,8.6835216
407,29,88.54,8.7915256
424,29,88.54,9.1587392
453,29,88.54,9.7851624
470,29,88.54,10.152376
482,29,88.54,10.4115856
533,29,88.54,11.5132264
590,29,88.54,12.744472
609,29,88.54,13.1548872
571,29,88.54,12.3340568
525,29,88.54,11.34042
546,29,88.54,11.7940368
551,29,88.54,11.9020408
508,30,87.94,11.504168
451,30,87.94,10.213346
375,30,87.94,8.49225
359,30,87.94,8.129914
338,30,87.94,7.654348
369,30,87.94,8.356374
440,30,87.94,9.96424
474,30,87.94,10.734204
502,30,87.94,11.368292
542,30,87.94,12.274132
516,30,87.94,11.685336
408,30,87.94,9.239568
337,30,87.94,7.631702
305,30,87.94,6.90703
269,30,87.94,6.091774
275,30,87.94,6.22765
288,30,87.94,6.522048
264,30,87.94,5.978544
211,30,87.94,4.778306
190,30,87.94,4.30274
176,31,87.34,4.1696512
163,31,87.34,3.8616656
164,31,87.34,3.8853568
